,joint1_1,joint1_2,joint2_1,joint2_2,joint3_1,joint3_2,point_endx,point_endy,point_endz
0,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,1.857784439909349,0.20521659483926308,0.20705976599823173
1,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.04363323129985824,1.8618650816588076,0.2059049752591422,0.19010560458825282
2,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.0,1.8652280613062486,0.2063984755180997,0.17298789682141602
3,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.04363323129985824,1.8678669772287742,0.206696156210344,0.15573922722736266
4,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.08726646259971647,1.8697768060999391,0.20679745068375835,0.13839242962901516
5,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.04363323129985824,-0.08726646259971647,1.861893852602871,0.1883269491320504,0.20738861939367814
6,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.04363323129985824,-0.04363323129985824,1.8659862654505637,0.188966950454091,0.1904353999590886
7,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.04363323129985824,0.0,1.8693531712886586,0.1894443141081208,0.17331800638340863
8,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.04363323129985824,0.04363323129985824,1.8719881610205302,0.18975813140529285,0.15606902259819855
9,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.04363323129985824,0.08726646259971647,1.8738862187934613,0.1899078049765457,0.13872128302446146
10,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.0,-0.08726646259971647,1.865274134351926,0.1712743794112438,0.2075863833200698
11,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.0,-0.04363323129985824,1.8693762297580507,0.17186553495207482,0.19063373036511583
12,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.0,0.0,1.8727463651648453,0.17232660634128408,0.173516525735871
13,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.0,0.04363323129985824,1.8753781253280173,0.17265671590327666,0.15626735300422573
14,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.0,0.08726646259971647,1.877266500542516,0.17285523525573906,0.1389190469508531
15,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.04363323129985824,-0.08726646259971647,1.8679188505980813,0.15409134621251144,0.20765268132253262
16,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.04363323129985824,-0.04363323129985824,1.872028521591536,0.15463328226948267,0.19070021827313416
17,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.04363323129985824,0.0,1.8754011837974094,0.15507793674723067,0.17358307698593284
18,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.04363323129985824,0.04363323129985824,1.8780304171615025,0.1554244632206845,0.1563338409122439
19,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.04363323129985824,0.08726646259971647,1.8799112167886713,0.15567220205700674,0.1389853449533161
20,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.08726646259971647,-0.08726646259971647,1.8698229669736466,0.13681055841616702,0.2075873871990509
21,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.08726646259971647,-0.04363323129985824,1.8739380921627684,0.13730299497871312,0.19063473711963147
22,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.08726646259971647,0.0,1.8773125735881933,0.13773113914888313,0.17351753344950677
23,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.08726646259971647,0.04363323129985824,1.879939987732735,0.13809417592991496,0.15626835975874126
24,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.08726646259971647,0.08726646259971647,1.8818153331642369,0.1383914142606623,0.13892005082983427
25,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.04363323129985824,-0.08726646259971647,-0.08726646259971647,1.8645083189454106,0.20613660855563343,0.17292332884795827
26,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.04363323129985824,-0.08726646259971647,-0.04363323129985824,1.867856972118523,0.20669490123939005,0.15580480306414757
27,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.04363323129985824,-0.08726646259971647,0.0,1.8704815669906212,0.2070574384755387,0.1385551896680371
28,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.04363323129985824,-0.08726646259971647,0.04363323129985824,1.8723771074961937,0.20722353015384504,0.12120732427912978
29,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.04363323129985824,-0.08726646259971647,0.08726646259971647,1.8735399853661527,0.20719286010935942,0.10379422954518182
30,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.04363323129985824,-0.04363323129985824,-0.08726646259971647,1.8686252128513627,0.18924790123930949,0.17320314862428893
31,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.04363323129985824,-0.04363323129985824,-0.04363323129985824,1.8719856585520698,0.18975781751317644,0.15608542436281775
32,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.04363323129985824,-0.04363323129985824,0.0,1.874614186762477,0.1901042190409492,0.13883607831045486
33,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.04363323129985824,-0.04363323129985824,0.04363323129985824,1.8765057939297403,0.19028644642763143,0.12148794557779982
34,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.04363323129985824,-0.04363323129985824,0.08726646259971647,1.8776568792721047,0.19030415279303547,0.10407404932151265
35,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.04363323129985824,0.0,-0.08726646259971647,1.8720079899212225,0.17219564451406738,0.1733845576334706
36,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.04363323129985824,0.0,-0.04363323129985824,1.8753781253280173,0.17265671590327664,0.15626735300422584
37,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.04363323129985824,0.0,0.0,1.878009885491189,0.17298682546526922,0.1390181802725805
38,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.04363323129985824,0.0,0.04363323129985824,1.8798982607056878,0.17318534481773162,0.12166987421920797
39,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.04363323129985824,0.0,0.08726646259971647,1.8810396563419642,0.17325189606779334,0.10425545833069423
40,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.04363323129985824,0.04363323129985824,-0.08726646259971647,1.8746502108465728,0.15501229831977054,0.17346721055314338
41,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.04363323129985824,0.04363323129985824,-0.04363323129985824,1.878027914693042,0.15542414932856816,0.15635024267686298
42,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.04363323129985824,0.04363323129985824,0.0,1.8806621992712278,0.15573784168005905,0.13910114891297892
43,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.04363323129985824,0.04363323129985824,0.04363323129985824,1.8825480500707126,0.15595277824302312,0.12175276389184515
44,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.04363323129985824,0.04363323129985824,0.08726646259971647,1.8836818772673147,0.15606854987349655,0.10433811125036709
45,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.04363323129985824,0.08726646259971647,-0.08726646259971647,1.8765468460097086,0.1377305721325374,0.17345095004877728
46,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.04363323129985824,0.08726646259971647,-0.04363323129985824,1.8799299826224838,0.13809292095896097,0.1563339355955263
47,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.04363323129985824,0.08726646259971647,0.0,1.8825660792725658,0.13839010210632208,0.13908482629612778
48,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.04363323129985824,0.08726646259971647,0.04363323129985824,1.8844501180001545,0.13862154987341596,0.1217364568105084
49,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,-0.04363323129985824,0.08726646259971647,0.08726646259971647,1.8855785124304505,0.13878682368626336,0.10432185074600095
50,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.0,-0.08726646259971647,-0.08726646259971647,1.869759671073179,0.2067954467458586,0.1385235824984021
51,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.0,-0.08726646259971647,-0.04363323129985824,1.8723699284977116,0.20722277544677248,0.1212732769890911
52,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.0,-0.08726646259971647,0.0,1.8742511315818111,0.2074537217543927,0.1039245931034217
53,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.0,-0.08726646259971647,0.04363323129985824,1.875399699348487,0.2074878460492966,0.08651055504720492
54,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.0,-0.08726646259971647,0.08726646259971647,1.8758134454337145,0.20732508337394936,0.06906431143162997
55,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.0,-0.04363323129985824,-0.08726646259971647,1.873881932997207,0.18990730375354412,0.1387540868527962
56,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.0,-0.04363323129985824,-0.04363323129985824,1.876503998325611,0.19028625766103124,0.12150444160557165
57,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.0,-0.04363323129985824,0.0,1.8783891398767,0.19050106879943873,0.10415597794700263
58,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.0,-0.04363323129985824,0.04363323129985824,1.8795337691763867,0.19055132826355542,0.08674171966368545
59,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.0,-0.04363323129985824,0.08726646259971647,1.8799357073577425,0.19043694038163483,0.06929481578602407
60,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.0,0.0,-0.08726646259971647,1.8772665005425158,0.17285523525573904,0.13891904695085314
61,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.0,0.0,-0.04363323129985824,1.8798982607056878,0.17318534481773162,0.12166987421920789
62,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.0,0.0,0.0,1.8817866359201865,0.17338386417019402,0.10432156816583527
63,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.0,0.0,0.04363323129985824,1.8829280315564632,0.17345041542025574,0.08690715227732154
64,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.0,0.0,0.08726646259971647,1.8833202749030513,0.17338487188382978,0.06945977588408098
65,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.0,0.04363323129985824,-0.08726646259971647,1.879906930992417,0.1556717008340052,0.1390181487816508
66,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.0,0.04363323129985824,-0.04363323129985824,1.8825462544665834,0.15595258947642301,0.12176925991961705
67,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.0,0.04363323129985824,0.0,1.8844371523854508,0.15613469143854863,0.10442104854952677
68,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.0,0.04363323129985824,0.04363323129985824,1.885576025317359,0.15621766007894716,0.08700653797773077
69,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.0,0.04363323129985824,0.08726646259971647,1.8859607053529526,0.15620133746209597,0.06955887771487868
70,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.0,0.08726646259971647,-0.08726646259971647,1.881798198137477,0.13838941032276256,0.1390512036992213
71,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.0,0.08726646259971647,-0.04363323129985824,1.8844429390016724,0.13862079516634343,0.12180240952046986
72,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.0,0.08726646259971647,0.0,1.886335643863756,0.13878638538517613,0.10445422973151244
73,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.0,0.08726646259971647,0.04363323129985824,1.8874727098524477,0.13888586576886758,0.08703968757858349
74,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.0,0.08726646259971647,0.08726646259971647,1.8878519724980123,0.1389190469508533,0.06959193263244913
75,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.04363323129985824,-0.08726646259971647,-0.08726646259971647,1.8735285000454116,0.2071918552739977,0.1039260088218946
76,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.04363323129985824,-0.08726646259971647,-0.04363323129985824,1.8753953601274058,0.2074875930427334,0.08657675908561155
77,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.04363323129985824,-0.08726646259971647,0.0,1.8765295794993717,0.20758657100691735,0.06916202843640595
78,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.04363323129985824,-0.08726646259971647,0.04363323129985824,1.8769289991102704,0.20748860075636916,0.05171496680385721
79,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.04363323129985824,-0.08726646259971647,0.08726646259971647,1.8765928586421712,0.20719386878302903,0.03426878566140911
80,-0.08726646259971647,-0.08726646259971647,-0.08726646259971647,0.04363323129985824,-0.04363323129985824,-0.08726646259971647,1.8776540065748337,0.19030390146459053,0.10410700982623923
